Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Bangalore,T695,2025-04-14,128,-89 dBm,Medium,5%,Peak hour traffic
Mumbai,T226,2025-12-28,39,-105 dBm,Medium,11%,Normal operation
Delhi,T933,2025-02-10,14,-82 dBm,Low,3%,Heavy user load
Chennai,T500,2025-08-30,61,-79 dBm,Low,19%,Maintenance activity
Mumbai,T490,2025-05-24,116,-71 dBm,Medium,2%,Backhaul congestion
Bangalore,T679,2025-02-26,13,-77 dBm,Low,12%,Fiber issue detected
Hyderabad,T306,2025-01-18,79,-86 dBm,Medium,15%,Normal operation
Bangalore,T836,2025-07-10,67,-109 dBm,Medium,10%,Fiber issue detected
Mumbai,T382,2025-02-09,116,-96 dBm,High,10%,Peak hour traffic
Bangalore,T359,2025-06-20,69,-92 dBm,High,5%,Normal operation
Delhi,T474,2025-05-22,96,-105 dBm,High,4%,Power fluctuation
Bangalore,T127,2025-05-20,36,-91 dBm,High,18%,Heavy user load
Kolkata,T869,2025-12-02,120,-74 dBm,High,12%,Maintenance activity
Mumbai,T788,2025-11-30,52,-95 dBm,High,13%,Poor weather
Chennai,T753,2025-05-31,114,-98 dBm,Low,7%,Maintenance activity
Bangalore,T938,2025-01-16,6,-88 dBm,Low,20%,Maintenance activity
Hyderabad,T749,2025-02-16,148,-100 dBm,High,5%,Backhaul congestion
Bangalore,T263,2025-02-27,81,-98 dBm,Medium,6%,Backhaul congestion
Mumbai,T149,2025-07-22,112,-87 dBm,High,5%,Heavy user load
Delhi,T935,2025-09-21,66,-82 dBm,Medium,17%,Maintenance activity
Hyderabad,T369,2025-11-18,12,-88 dBm,High,19%,Fiber issue detected
Bangalore,T629,2025-03-28,76,-98 dBm,Medium,11%,Normal operation
Delhi,T967,2025-06-06,7,-103 dBm,Low,12%,Peak hour traffic
Kolkata,T905,2025-12-14,79,-86 dBm,Low,13%,Fiber issue detected
Kolkata,T704,2025-09-06,113,-103 dBm,Medium,10%,Power fluctuation
Kolkata,T131,2025-03-19,145,-90 dBm,Medium,1%,Power fluctuation
Chennai,T866,2025-03-27,119,-110 dBm,High,19%,Maintenance activity
Hyderabad,T913,2025-10-10,71,-101 dBm,Low,8%,Poor weather
Bangalore,T389,2025-02-20,136,-102 dBm,High,11%,Fiber issue detected
Kolkata,T777,2025-07-07,89,-99 dBm,Medium,19%,Poor weather
Delhi,T640,2025-04-22,82,-110 dBm,Low,20%,Power fluctuation
Chennai,T490,2025-08-19,8,-77 dBm,Low,11%,Power fluctuation
Kolkata,T467,2025-01-13,113,-72 dBm,Medium,20%,Backhaul congestion
Chennai,T874,2025-09-19,7,-78 dBm,Medium,16%,Power fluctuation
Delhi,T861,2025-07-19,57,-100 dBm,Low,14%,Normal operation
Bangalore,T408,2025-07-18,118,-84 dBm,Low,17%,Heavy user load
Hyderabad,T237,2025-04-15,91,-74 dBm,Low,16%,Normal operation
Mumbai,T825,2025-11-26,6,-81 dBm,Low,1%,Power fluctuation
Delhi,T608,2025-02-18,39,-72 dBm,Medium,18%,Backhaul congestion
Mumbai,T632,2025-03-06,14,-80 dBm,Medium,1%,Backhaul congestion
Kolkata,T673,2025-08-08,14,-86 dBm,Medium,16%,Maintenance activity
Chennai,T620,2025-04-22,17,-82 dBm,High,6%,Maintenance activity
Kolkata,T963,2025-01-11,136,-93 dBm,High,19%,Power fluctuation
Kolkata,T214,2025-11-21,103,-109 dBm,High,16%,Fiber issue detected
Kolkata,T832,2026-01-01,111,-86 dBm,Low,11%,Fiber issue detected
Delhi,T922,2025-02-05,116,-104 dBm,Medium,19%,Maintenance activity
Chennai,T375,2025-12-08,138,-104 dBm,High,3%,Backhaul congestion
Mumbai,T977,2025-04-08,7,-105 dBm,Medium,3%,Maintenance activity
Mumbai,T970,2025-11-04,129,-84 dBm,Medium,5%,Maintenance activity
Delhi,T363,2025-05-23,130,-73 dBm,Low,16%,Poor weather
Kolkata,T369,2025-07-17,8,-98 dBm,Medium,2%,Backhaul congestion
Hyderabad,T380,2025-05-26,72,-90 dBm,High,2%,Power fluctuation
Hyderabad,T566,2025-12-04,37,-82 dBm,Low,12%,Power fluctuation
Kolkata,T340,2025-01-23,94,-83 dBm,High,7%,Power fluctuation
Kolkata,T482,2025-06-30,35,-88 dBm,High,11%,Power fluctuation
Bangalore,T253,2025-11-21,38,-95 dBm,High,8%,Fiber issue detected
Delhi,T492,2025-06-23,120,-76 dBm,High,12%,Normal operation
Kolkata,T353,2025-09-04,111,-71 dBm,High,19%,Poor weather
Hyderabad,T545,2025-05-25,20,-93 dBm,Low,3%,Power fluctuation
Delhi,T572,2025-02-27,15,-105 dBm,High,5%,Poor weather
Bangalore,T812,2025-05-15,90,-97 dBm,High,10%,Heavy user load
Delhi,T467,2025-07-04,59,-89 dBm,Medium,2%,Backhaul congestion
Kolkata,T341,2025-05-28,93,-83 dBm,Medium,9%,Normal operation
Hyderabad,T895,2025-01-26,93,-86 dBm,Low,17%,Heavy user load
Mumbai,T520,2025-01-30,92,-74 dBm,Medium,17%,Peak hour traffic
Chennai,T873,2025-10-30,55,-92 dBm,Medium,1%,Peak hour traffic
Mumbai,T536,2025-03-07,106,-82 dBm,High,18%,Fiber issue detected
Kolkata,T991,2025-05-17,123,-91 dBm,Medium,15%,Peak hour traffic
Delhi,T182,2025-05-22,45,-81 dBm,Low,19%,Maintenance activity
Bangalore,T978,2025-05-06,114,-96 dBm,High,3%,Fiber issue detected
Kolkata,T400,2025-03-31,28,-110 dBm,Medium,4%,Maintenance activity
Mumbai,T368,2025-06-07,35,-85 dBm,Low,12%,Backhaul congestion
Bangalore,T539,2025-01-25,49,-74 dBm,Low,9%,Maintenance activity
Chennai,T392,2025-03-21,122,-75 dBm,High,8%,Poor weather
Chennai,T105,2025-10-07,10,-100 dBm,High,15%,Heavy user load
Hyderabad,T783,2025-11-02,82,-74 dBm,Medium,17%,Fiber issue detected
Kolkata,T197,2025-05-14,132,-95 dBm,Medium,12%,Normal operation
Delhi,T614,2025-02-01,117,-91 dBm,Medium,19%,Normal operation
Delhi,T126,2025-02-03,115,-78 dBm,Low,11%,Fiber issue detected
Delhi,T387,2025-03-03,37,-100 dBm,High,12%,Maintenance activity
Hyderabad,T576,2025-04-23,79,-71 dBm,High,7%,Maintenance activity
Bangalore,T262,2025-03-15,18,-82 dBm,High,2%,Heavy user load
Kolkata,T332,2025-01-27,125,-84 dBm,Medium,13%,Fiber issue detected
Delhi,T110,2025-03-22,38,-108 dBm,Low,3%,Heavy user load
Bangalore,T302,2025-04-05,127,-82 dBm,High,19%,Power fluctuation
Chennai,T375,2025-08-25,36,-96 dBm,Medium,11%,Power fluctuation
Bangalore,T714,2025-07-12,77,-70 dBm,Medium,12%,Heavy user load
Chennai,T602,2025-04-30,65,-99 dBm,Medium,7%,Normal operation
Delhi,T534,2025-08-26,13,-74 dBm,High,10%,Maintenance activity
Chennai,T971,2025-03-24,16,-86 dBm,Medium,14%,Fiber issue detected
Mumbai,T917,2025-07-20,138,-82 dBm,Medium,9%,Peak hour traffic
Chennai,T395,2025-03-21,119,-85 dBm,High,9%,Maintenance activity
Mumbai,T492,2025-01-31,81,-86 dBm,Medium,4%,Peak hour traffic
Kolkata,T670,2025-08-30,137,-107 dBm,High,14%,Backhaul congestion
Bangalore,T263,2025-01-11,36,-79 dBm,Low,9%,Normal operation
Kolkata,T809,2025-08-10,120,-77 dBm,High,1%,Backhaul congestion
Bangalore,T856,2025-11-08,145,-107 dBm,Low,6%,Fiber issue detected
Kolkata,T247,2025-01-31,119,-81 dBm,Medium,1%,Peak hour traffic
Delhi,T892,2025-09-28,68,-94 dBm,Medium,9%,Poor weather
Mumbai,T258,2025-02-01,66,-70 dBm,Low,13%,Normal operation
Bangalore,T368,2025-03-09,103,-106 dBm,Medium,16%,Normal operation
Mumbai,T476,2025-05-03,137,-108 dBm,High,5%,Peak hour traffic
Bangalore,T120,2025-03-16,30,-95 dBm,High,3%,Peak hour traffic
Bangalore,T782,2025-03-12,145,-78 dBm,Medium,19%,Power fluctuation
Chennai,T599,2025-10-26,139,-85 dBm,Medium,17%,Heavy user load
Bangalore,T661,2025-11-03,23,-77 dBm,High,13%,Power fluctuation
Kolkata,T937,2025-01-15,128,-109 dBm,High,17%,Fiber issue detected
Bangalore,T281,2025-10-18,11,-102 dBm,Medium,7%,Power fluctuation
Bangalore,T914,2025-05-07,34,-101 dBm,High,14%,Backhaul congestion
Chennai,T706,2025-12-27,30,-79 dBm,Low,5%,Fiber issue detected
Chennai,T740,2025-09-17,27,-82 dBm,Low,2%,Peak hour traffic
Delhi,T516,2025-08-31,87,-103 dBm,High,18%,Heavy user load
Delhi,T973,2025-06-03,114,-71 dBm,High,8%,Peak hour traffic
Hyderabad,T990,2025-03-20,120,-81 dBm,High,9%,Maintenance activity
Hyderabad,T897,2025-06-14,19,-80 dBm,Low,20%,Power fluctuation
Delhi,T736,2025-03-12,61,-85 dBm,Medium,17%,Peak hour traffic
Delhi,T244,2025-06-08,96,-103 dBm,High,9%,Peak hour traffic
Kolkata,T895,2025-05-21,91,-91 dBm,High,10%,Power fluctuation
Hyderabad,T442,2025-02-06,56,-102 dBm,Medium,10%,Normal operation
Hyderabad,T561,2025-09-25,128,-71 dBm,Medium,2%,Peak hour traffic
Bangalore,T168,2025-02-24,58,-96 dBm,Low,5%,Peak hour traffic
Delhi,T915,2025-01-08,48,-91 dBm,Medium,2%,Heavy user load
Mumbai,T468,2025-03-10,82,-100 dBm,High,18%,Normal operation
Delhi,T143,2025-04-20,47,-79 dBm,Low,19%,Backhaul congestion
Bangalore,T174,2025-05-14,68,-81 dBm,Low,8%,Poor weather
Mumbai,T543,2025-07-14,122,-96 dBm,High,18%,Poor weather
Hyderabad,T438,2025-12-09,45,-109 dBm,Low,15%,Fiber issue detected
Chennai,T330,2025-11-21,33,-72 dBm,Low,13%,Heavy user load
Hyderabad,T581,2025-05-18,92,-99 dBm,High,11%,Maintenance activity
Mumbai,T253,2025-02-22,103,-73 dBm,Low,13%,Poor weather
Delhi,T870,2025-07-06,12,-82 dBm,High,17%,Fiber issue detected
Bangalore,T855,2025-02-24,107,-86 dBm,High,15%,Maintenance activity
Hyderabad,T364,2025-04-19,82,-77 dBm,Low,15%,Fiber issue detected
Hyderabad,T479,2025-09-11,36,-87 dBm,High,5%,Maintenance activity
Hyderabad,T258,2025-07-23,69,-73 dBm,Medium,20%,Power fluctuation
Chennai,T147,2025-01-16,74,-71 dBm,Medium,6%,Power fluctuation
Kolkata,T893,2025-01-29,126,-78 dBm,Medium,11%,Peak hour traffic
Hyderabad,T605,2025-03-25,121,-104 dBm,Medium,11%,Peak hour traffic
Kolkata,T881,2025-12-24,150,-101 dBm,Low,12%,Heavy user load
Delhi,T822,2025-03-20,64,-98 dBm,Medium,15%,Fiber issue detected
Delhi,T998,2025-02-23,51,-92 dBm,High,20%,Backhaul congestion
Mumbai,T461,2025-03-29,77,-86 dBm,High,20%,Fiber issue detected
Bangalore,T295,2025-04-20,13,-81 dBm,Medium,18%,Fiber issue detected
Hyderabad,T253,2025-02-26,65,-92 dBm,Medium,3%,Backhaul congestion
Delhi,T574,2025-03-05,37,-86 dBm,Low,4%,Peak hour traffic
Delhi,T748,2025-03-21,31,-85 dBm,Low,11%,Backhaul congestion
Delhi,T672,2025-04-14,33,-93 dBm,High,10%,Poor weather
Mumbai,T284,2025-05-27,104,-99 dBm,Medium,11%,Power fluctuation
Mumbai,T791,2025-03-10,113,-101 dBm,Low,6%,Normal operation
Kolkata,T614,2025-10-01,42,-89 dBm,Low,19%,Power fluctuation
Mumbai,T201,2025-03-04,147,-105 dBm,Medium,19%,Peak hour traffic
Kolkata,T214,2025-10-25,88,-79 dBm,Low,19%,Fiber issue detected
Bangalore,T239,2025-05-18,71,-92 dBm,High,9%,Heavy user load
Delhi,T760,2025-02-20,101,-75 dBm,Low,1%,Peak hour traffic
Kolkata,T348,2025-05-07,22,-89 dBm,Low,13%,Maintenance activity
Chennai,T979,2025-04-13,9,-106 dBm,Low,4%,Power fluctuation
Mumbai,T810,2025-07-10,123,-79 dBm,High,6%,Fiber issue detected
Hyderabad,T390,2025-08-12,19,-97 dBm,Medium,20%,Power fluctuation
Delhi,T960,2025-01-07,124,-80 dBm,Medium,7%,Poor weather
Bangalore,T324,2025-07-02,128,-108 dBm,High,7%,Backhaul congestion
Delhi,T381,2025-08-22,17,-94 dBm,High,3%,Heavy user load
Bangalore,T990,2025-10-17,124,-108 dBm,Low,10%,Normal operation
Bangalore,T313,2025-03-14,132,-107 dBm,High,5%,Maintenance activity
Mumbai,T256,2025-11-07,142,-84 dBm,Medium,2%,Maintenance activity
Hyderabad,T960,2025-07-14,72,-99 dBm,Medium,4%,Heavy user load
Kolkata,T765,2025-02-24,112,-100 dBm,High,20%,Heavy user load
Mumbai,T791,2025-09-27,80,-87 dBm,Low,11%,Fiber issue detected
Delhi,T773,2025-06-26,145,-94 dBm,Low,10%,Peak hour traffic
Mumbai,T772,2025-08-18,71,-104 dBm,Medium,16%,Fiber issue detected
Kolkata,T674,2025-04-21,42,-94 dBm,Medium,8%,Backhaul congestion
Hyderabad,T612,2025-07-03,38,-80 dBm,Medium,15%,Normal operation
Delhi,T844,2025-12-07,86,-88 dBm,Low,19%,Poor weather
Mumbai,T655,2025-11-15,106,-84 dBm,Low,11%,Poor weather
Bangalore,T911,2025-07-30,99,-100 dBm,High,7%,Power fluctuation
Kolkata,T295,2025-06-30,80,-108 dBm,High,16%,Maintenance activity
Bangalore,T355,2025-01-08,55,-96 dBm,Medium,13%,Maintenance activity
Hyderabad,T179,2025-06-11,127,-94 dBm,Medium,8%,Heavy user load
Hyderabad,T550,2025-11-01,74,-109 dBm,Medium,4%,Poor weather
Delhi,T983,2026-01-01,28,-74 dBm,Medium,20%,Fiber issue detected
Delhi,T625,2025-04-28,145,-72 dBm,Low,1%,Fiber issue detected
Chennai,T150,2025-07-27,107,-86 dBm,Medium,12%,Backhaul congestion
Hyderabad,T834,2025-05-29,99,-92 dBm,Low,9%,Heavy user load
Bangalore,T299,2025-11-27,125,-90 dBm,Low,10%,Heavy user load
Delhi,T816,2025-09-15,63,-92 dBm,High,15%,Power fluctuation
Hyderabad,T884,2025-10-29,103,-105 dBm,Medium,6%,Normal operation
Mumbai,T143,2025-04-09,122,-83 dBm,High,4%,Heavy user load
Bangalore,T151,2025-03-15,49,-107 dBm,High,19%,Normal operation
Bangalore,T209,2025-05-09,83,-79 dBm,High,4%,Heavy user load
Chennai,T620,2025-04-03,120,-83 dBm,Low,3%,Backhaul congestion
Hyderabad,T503,2025-01-09,104,-103 dBm,Medium,1%,Heavy user load
Mumbai,T792,2025-08-18,112,-81 dBm,Medium,14%,Fiber issue detected
Chennai,T143,2025-03-12,74,-107 dBm,Medium,2%,Fiber issue detected
Mumbai,T299,2025-08-02,144,-93 dBm,Low,4%,Fiber issue detected
Kolkata,T373,2025-05-27,42,-102 dBm,High,6%,Fiber issue detected
Delhi,T265,2025-01-21,13,-96 dBm,High,1%,Maintenance activity
Bangalore,T812,2025-03-11,70,-100 dBm,Low,10%,Normal operation
Kolkata,T699,2025-09-17,13,-95 dBm,Low,14%,Poor weather
Bangalore,T223,2025-06-30,108,-91 dBm,Medium,12%,Heavy user load
Kolkata,T904,2025-09-30,14,-91 dBm,Low,7%,Peak hour traffic
Chennai,T457,2025-08-01,57,-83 dBm,Medium,16%,Peak hour traffic
Kolkata,T962,2025-01-29,97,-94 dBm,High,5%,Fiber issue detected
Delhi,T524,2025-10-12,45,-80 dBm,Medium,14%,Maintenance activity
Bangalore,T193,2025-09-30,48,-81 dBm,Medium,16%,Poor weather
Chennai,T552,2025-07-13,95,-96 dBm,Low,15%,Backhaul congestion
Delhi,T546,2025-06-11,102,-90 dBm,Medium,9%,Heavy user load
Delhi,T288,2025-03-01,118,-96 dBm,Low,8%,Power fluctuation
Mumbai,T392,2025-03-03,43,-108 dBm,Low,15%,Normal operation
Bangalore,T263,2025-09-29,66,-86 dBm,Low,18%,Heavy user load
Kolkata,T916,2025-07-01,145,-89 dBm,High,17%,Peak hour traffic
Bangalore,T170,2025-02-26,95,-96 dBm,Medium,10%,Normal operation
Delhi,T775,2025-03-12,122,-98 dBm,Medium,17%,Power fluctuation
Kolkata,T585,2025-01-07,143,-76 dBm,Medium,17%,Peak hour traffic
Bangalore,T151,2025-08-09,136,-84 dBm,High,4%,Fiber issue detected
Hyderabad,T992,2025-02-27,92,-79 dBm,High,12%,Maintenance activity
Bangalore,T772,2025-02-26,148,-105 dBm,High,9%,Peak hour traffic
Mumbai,T435,2025-02-25,137,-82 dBm,Low,18%,Normal operation
Kolkata,T232,2025-01-31,27,-84 dBm,Low,1%,Poor weather
Bangalore,T230,2025-05-05,141,-101 dBm,Medium,7%,Normal operation
Kolkata,T142,2025-05-08,93,-83 dBm,Medium,1%,Poor weather
Chennai,T742,2025-01-11,7,-97 dBm,High,6%,Backhaul congestion
Delhi,T849,2026-01-01,49,-79 dBm,High,16%,Fiber issue detected
Mumbai,T996,2025-07-29,142,-88 dBm,Low,15%,Fiber issue detected
Delhi,T674,2025-10-18,134,-75 dBm,High,19%,Heavy user load
Delhi,T909,2025-01-28,144,-90 dBm,Medium,5%,Heavy user load
Kolkata,T823,2025-12-15,102,-101 dBm,High,5%,Maintenance activity
Bangalore,T816,2025-11-09,128,-96 dBm,Medium,5%,Poor weather
Delhi,T975,2025-04-25,97,-80 dBm,Low,14%,Fiber issue detected
Kolkata,T675,2025-05-15,57,-80 dBm,High,19%,Fiber issue detected
Kolkata,T737,2025-06-22,106,-71 dBm,Low,6%,Peak hour traffic
Bangalore,T319,2025-10-27,134,-86 dBm,Low,16%,Power fluctuation
Kolkata,T316,2025-08-06,115,-108 dBm,Medium,14%,Peak hour traffic
Mumbai,T488,2025-12-31,136,-82 dBm,Medium,20%,Heavy user load
Delhi,T672,2025-12-27,59,-79 dBm,High,6%,Heavy user load
Delhi,T398,2025-12-31,95,-74 dBm,High,5%,Normal operation
Delhi,T683,2025-02-17,46,-87 dBm,Low,17%,Power fluctuation
Kolkata,T738,2025-10-25,106,-77 dBm,High,10%,Fiber issue detected
Kolkata,T418,2025-01-23,54,-74 dBm,Medium,16%,Fiber issue detected
Delhi,T930,2025-12-23,134,-71 dBm,Low,17%,Backhaul congestion
Mumbai,T975,2025-12-24,125,-76 dBm,Medium,6%,Fiber issue detected
Delhi,T243,2025-03-10,116,-72 dBm,Low,14%,Maintenance activity
Chennai,T693,2025-07-28,137,-100 dBm,Low,16%,Backhaul congestion
Hyderabad,T931,2025-10-18,80,-80 dBm,Medium,12%,Normal operation
Hyderabad,T463,2025-01-09,68,-104 dBm,Medium,9%,Normal operation
Delhi,T596,2025-12-13,57,-103 dBm,Medium,4%,Backhaul congestion
Hyderabad,T340,2025-06-16,141,-99 dBm,High,17%,Backhaul congestion
Kolkata,T754,2025-07-12,133,-107 dBm,High,20%,Heavy user load
Delhi,T307,2025-12-29,12,-102 dBm,Low,2%,Maintenance activity
Hyderabad,T129,2025-07-02,93,-100 dBm,Medium,14%,Normal operation
Mumbai,T727,2025-10-03,44,-88 dBm,High,2%,Normal operation
Chennai,T434,2025-05-28,117,-108 dBm,Low,1%,Power fluctuation
Hyderabad,T497,2025-12-08,114,-99 dBm,High,7%,Heavy user load
Delhi,T723,2025-10-09,37,-72 dBm,Low,7%,Power fluctuation
Mumbai,T653,2025-12-07,45,-81 dBm,Low,16%,Power fluctuation
Hyderabad,T768,2025-09-21,136,-80 dBm,Medium,13%,Power fluctuation
Hyderabad,T634,2026-01-01,79,-103 dBm,High,5%,Maintenance activity
Mumbai,T769,2025-07-01,44,-98 dBm,High,14%,Normal operation
Delhi,T154,2025-09-03,40,-84 dBm,High,12%,Poor weather
Mumbai,T952,2025-11-06,39,-86 dBm,Low,1%,Fiber issue detected
Bangalore,T629,2025-09-04,139,-73 dBm,Low,2%,Power fluctuation
Bangalore,T300,2025-09-02,87,-102 dBm,Low,3%,Normal operation
Delhi,T216,2025-02-13,34,-95 dBm,High,9%,Maintenance activity
Mumbai,T383,2025-01-11,9,-75 dBm,High,17%,Poor weather
Delhi,T213,2025-10-13,60,-73 dBm,High,4%,Normal operation
Chennai,T614,2025-04-20,42,-75 dBm,Medium,20%,Poor weather
Bangalore,T519,2025-11-30,33,-83 dBm,Medium,10%,Normal operation
Kolkata,T413,2025-12-21,21,-95 dBm,Medium,2%,Power fluctuation
Bangalore,T215,2025-10-01,91,-93 dBm,Medium,15%,Backhaul congestion
Bangalore,T848,2025-09-19,32,-78 dBm,High,6%,Normal operation
Hyderabad,T323,2025-12-29,107,-88 dBm,Low,16%,Peak hour traffic
Mumbai,T449,2025-08-07,36,-98 dBm,Medium,9%,Power fluctuation
Kolkata,T789,2025-02-23,73,-73 dBm,Low,11%,Heavy user load
Delhi,T598,2025-03-17,69,-105 dBm,High,13%,Heavy user load
Delhi,T467,2025-12-11,83,-90 dBm,High,9%,Normal operation
Mumbai,T762,2025-08-07,133,-74 dBm,Low,3%,Peak hour traffic
Chennai,T125,2025-10-23,89,-77 dBm,High,15%,Poor weather
Kolkata,T298,2025-09-06,121,-80 dBm,Medium,1%,Heavy user load
Mumbai,T316,2025-10-13,46,-78 dBm,Medium,4%,Peak hour traffic
Mumbai,T948,2025-12-16,88,-106 dBm,Low,12%,Maintenance activity
Mumbai,T724,2025-09-24,58,-104 dBm,Medium,5%,Peak hour traffic
Bangalore,T659,2025-04-17,60,-70 dBm,High,14%,Peak hour traffic
Bangalore,T909,2025-01-12,83,-75 dBm,Low,14%,Fiber issue detected
Bangalore,T423,2025-05-13,136,-95 dBm,Low,6%,Poor weather
Delhi,T742,2025-10-03,119,-107 dBm,Low,16%,Backhaul congestion
Delhi,T930,2025-09-10,49,-100 dBm,High,19%,Poor weather
Kolkata,T170,2025-04-17,117,-82 dBm,Low,10%,Peak hour traffic
Hyderabad,T453,2025-10-04,67,-95 dBm,High,6%,Poor weather
Bangalore,T333,2025-12-26,10,-76 dBm,Low,16%,Maintenance activity
Mumbai,T111,2025-07-15,141,-82 dBm,Medium,19%,Peak hour traffic
Kolkata,T518,2025-07-14,99,-99 dBm,Medium,4%,Peak hour traffic
Delhi,T374,2025-02-18,83,-95 dBm,High,15%,Heavy user load
Mumbai,T695,2025-12-30,72,-89 dBm,Low,18%,Peak hour traffic
Bangalore,T307,2025-09-16,56,-95 dBm,Low,12%,Normal operation
Bangalore,T590,2025-05-26,71,-78 dBm,High,5%,Normal operation
Hyderabad,T868,2025-01-30,59,-81 dBm,Low,2%,Normal operation
Chennai,T569,2025-08-22,13,-76 dBm,High,12%,Heavy user load
Delhi,T671,2025-05-03,23,-87 dBm,Medium,7%,Maintenance activity
Kolkata,T776,2025-01-17,133,-86 dBm,Low,6%,Maintenance activity
Hyderabad,T842,2025-12-19,7,-106 dBm,High,10%,Fiber issue detected
Bangalore,T124,2025-03-10,36,-105 dBm,Medium,19%,Poor weather
Chennai,T124,2025-07-06,71,-83 dBm,Medium,6%,Normal operation
Chennai,T343,2025-07-09,17,-96 dBm,Medium,6%,Fiber issue detected
Mumbai,T670,2025-02-25,65,-106 dBm,High,7%,Heavy user load
Kolkata,T590,2025-09-24,143,-72 dBm,Medium,18%,Backhaul congestion
Kolkata,T212,2025-02-28,137,-106 dBm,High,8%,Heavy user load
Chennai,T858,2025-07-24,82,-108 dBm,High,14%,Peak hour traffic
Mumbai,T863,2025-05-29,123,-100 dBm,Medium,11%,Normal operation
Mumbai,T405,2025-08-30,150,-72 dBm,Medium,14%,Normal operation
Hyderabad,T989,2025-12-17,126,-103 dBm,High,5%,Maintenance activity
Delhi,T882,2025-03-19,69,-71 dBm,Low,12%,Poor weather
Bangalore,T487,2025-07-03,86,-84 dBm,Medium,7%,Peak hour traffic
Mumbai,T416,2025-09-28,63,-78 dBm,Low,3%,Fiber issue detected
Bangalore,T790,2025-07-01,100,-90 dBm,High,13%,Heavy user load
Mumbai,T364,2025-11-24,129,-70 dBm,Low,6%,Power fluctuation
Chennai,T501,2025-11-02,54,-78 dBm,Medium,15%,Heavy user load
Delhi,T728,2025-08-06,102,-92 dBm,Medium,12%,Maintenance activity
Bangalore,T193,2025-03-20,40,-90 dBm,Low,8%,Poor weather
Delhi,T220,2025-10-19,139,-77 dBm,Medium,5%,Normal operation
Kolkata,T758,2025-02-21,127,-95 dBm,High,16%,Fiber issue detected
Chennai,T807,2025-09-03,106,-77 dBm,High,13%,Fiber issue detected
Hyderabad,T491,2025-09-14,112,-80 dBm,High,8%,Fiber issue detected
Hyderabad,T827,2025-11-10,53,-101 dBm,Low,5%,Fiber issue detected
Mumbai,T528,2025-03-13,36,-89 dBm,High,8%,Backhaul congestion
Kolkata,T870,2025-05-02,118,-72 dBm,High,10%,Backhaul congestion
Kolkata,T207,2025-12-04,136,-80 dBm,Medium,13%,Backhaul congestion
Mumbai,T274,2025-03-10,79,-93 dBm,Low,9%,Fiber issue detected
Mumbai,T503,2025-07-11,62,-90 dBm,High,16%,Fiber issue detected
Chennai,T200,2025-04-30,137,-95 dBm,Medium,9%,Heavy user load
Delhi,T641,2025-12-13,46,-110 dBm,High,18%,Heavy user load
Kolkata,T558,2025-08-16,90,-105 dBm,High,16%,Peak hour traffic
Hyderabad,T363,2025-04-28,94,-91 dBm,Medium,8%,Power fluctuation
Delhi,T528,2025-08-18,149,-96 dBm,Medium,20%,Poor weather
Delhi,T510,2025-06-12,60,-75 dBm,Medium,15%,Fiber issue detected
Mumbai,T888,2025-02-15,132,-73 dBm,Low,5%,Normal operation
Delhi,T365,2025-03-17,102,-105 dBm,High,11%,Backhaul congestion
Delhi,T883,2025-08-14,120,-98 dBm,Low,15%,Poor weather
Delhi,T925,2025-06-02,7,-100 dBm,High,15%,Maintenance activity
Delhi,T253,2025-03-11,134,-73 dBm,Medium,18%,Backhaul congestion
Chennai,T622,2025-06-15,104,-92 dBm,Low,16%,Poor weather
Delhi,T131,2025-07-29,63,-79 dBm,Medium,6%,Poor weather
Mumbai,T926,2025-09-18,74,-90 dBm,Medium,6%,Peak hour traffic
Mumbai,T446,2025-10-06,48,-75 dBm,High,5%,Backhaul congestion
Kolkata,T827,2025-11-24,98,-86 dBm,Low,3%,Normal operation
Delhi,T268,2025-10-23,57,-110 dBm,Low,2%,Backhaul congestion
Delhi,T722,2025-01-10,31,-79 dBm,Medium,5%,Backhaul congestion
Bangalore,T199,2025-08-09,39,-81 dBm,Low,14%,Normal operation
Delhi,T487,2025-01-08,64,-98 dBm,High,2%,Fiber issue detected
Kolkata,T908,2025-10-30,105,-90 dBm,High,19%,Heavy user load
Chennai,T308,2025-01-03,32,-86 dBm,Low,20%,Backhaul congestion
Delhi,T314,2025-01-11,133,-75 dBm,High,9%,Power fluctuation
Hyderabad,T689,2025-08-02,62,-101 dBm,High,18%,Fiber issue detected
Bangalore,T262,2025-08-22,138,-84 dBm,Low,1%,Backhaul congestion
Bangalore,T522,2025-12-05,37,-82 dBm,Medium,18%,Normal operation
Delhi,T762,2025-12-29,147,-108 dBm,High,9%,Maintenance activity
Delhi,T541,2025-06-02,45,-82 dBm,High,16%,Heavy user load
Chennai,T132,2025-03-23,25,-81 dBm,High,7%,Peak hour traffic
Mumbai,T199,2025-12-10,116,-75 dBm,Medium,11%,Power fluctuation
Mumbai,T950,2025-10-12,40,-97 dBm,Low,11%,Power fluctuation
Kolkata,T406,2025-11-21,144,-93 dBm,Medium,11%,Peak hour traffic
Chennai,T804,2025-09-11,94,-78 dBm,Low,13%,Power fluctuation
Chennai,T251,2025-10-04,78,-93 dBm,Low,11%,Backhaul congestion
Chennai,T611,2025-11-11,28,-78 dBm,Medium,18%,Backhaul congestion
