Region,Tower_ID,Date,Call_Drops,Signal_Strength,Congestion_Level,Handoff_Failure,Notes
Dehradun,T0663,2023-11-17,10,-81,Medium,0,Normal operation
Ujjain,T0314,2024-07-07,7,-97,Medium,1,Stable network
Nanded,T0287,2024-08-10,28,-91,High,9,Peak hour congestion
Meerut,T1168,2023-07-12,5,-69,Low,1,Normal operation
Jaipur,T0977,2025-05-23,10,-91,Medium,2,Stable network
Nellore,T0228,2024-11-21,13,-96,Medium,3,Handoff instability
Bhiwandi,T0520,2025-11-03,6,-68,Low,4,Low traffic
Bhavnagar,T1085,2025-12-03,12,-107,Medium,1,Weather impact
Akola,T1479,2024-10-27,7,-96,Medium,1,Low traffic
Tiruchirappalli,T1180,2023-08-20,8,-95,Medium,2,Low traffic
Madurai,T0296,2023-06-26,1,-80,Low,0,Normal operation
Ulhasnagar,T1165,2025-04-17,7,-74,Low,2,Stable network
Kolkata,T1086,2023-07-26,8,-105,Medium,0,Normal operation
Asansol,T0707,2024-01-11,7,-61,Low,4,Stable network
Ajmer,T0299,2023-08-14,32,-84,High,11,Backhaul issue
Erode,T1240,2024-10-06,6,-69,Low,3,Normal operation
Dhanbad,T0651,2025-08-18,15,-73,High,4,Moderate congestion
Bhopal,T1105,2024-01-21,2,-62,Low,1,Routine monitoring
Akola,T1071,2025-04-27,25,-82,High,6,Handoff instability
Tiruchirappalli,T0858,2025-08-06,4,-77,Medium,0,Stable network
Jalandhar,T0819,2024-08-14,0,-86,Low,0,Routine monitoring
Nellore,T0361,2023-05-01,4,-64,Medium,0,Stable network
Akola,T0216,2023-07-22,31,-87,High,11,Backhaul issue
Mumbai,T0964,2024-07-07,5,-66,Medium,0,Low traffic
Meerut,T1221,2023-02-27,1,-90,Low,0,Routine monitoring
Gorakhpur,T0083,2025-10-02,3,-63,Low,1,Stable network
Ranchi,T0615,2024-11-28,11,-111,Low,4,Handoff instability
Jamshedpur,T0773,2024-02-16,4,-109,Low,1,Low traffic
Kolhapur,T0028,2024-01-03,7,-97,Low,0,Low traffic
Jalgaon,T1183,2023-03-05,8,-103,Low,2,Stable network
Jammu,T0208,2024-02-22,28,-63,High,10,Network optimization required
Ghaziabad,T0972,2023-08-05,0,-81,Low,0,Normal operation
Salem,T1099,2025-08-02,10,-102,Low,2,Normal operation
Howrah,T0344,2023-11-12,8,-83,Medium,0,Normal operation
Vijayawada,T0543,2024-01-12,17,-74,High,5,Weather impact
Gwalior,T0504,2024-01-29,6,-72,Low,2,Routine monitoring
Salem,T1414,2024-10-24,14,-106,Low,5,Temporary interference
Tirunelveli,T1201,2024-12-30,9,-90,Medium,1,Normal operation
Gorakhpur,T0727,2024-01-26,6,-106,Low,0,Low traffic
Dehradun,T0565,2024-08-18,12,-60,High,3,Weather impact
Madurai,T1466,2024-04-01,11,-85,Low,4,Weather impact
Udaipur,T0238,2023-11-13,25,-111,High,7,Weather impact
Sangli,T1023,2023-02-10,6,-98,Low,2,Normal operation
Tirunelveli,T1266,2023-12-18,25,-102,High,5,Temporary interference
Bareilly,T0057,2025-07-21,11,-89,Low,4,Temporary interference
Dhanbad,T0367,2025-09-12,17,-93,Medium,4,Handoff instability
Aurangabad,T0759,2024-09-16,13,-113,Medium,1,Moderate congestion
Vadodara,T0435,2025-01-05,11,-112,Medium,0,Moderate congestion
Chandigarh,T0640,2023-03-31,8,-105,Medium,0,Routine monitoring
Pimpri-Chinchwad,T0464,2024-07-25,19,-79,High,3,Weather impact
Bhopal,T1043,2023-10-02,11,-108,Low,4,Temporary interference
Nellore,T0133,2025-06-06,12,-89,Medium,2,Handoff instability
Surat,T0787,2024-09-03,15,-88,Medium,4,Weather impact
Agra,T0894,2024-10-23,7,-83,Medium,1,Normal operation
Ludhiana,T1009,2025-01-14,9,-70,Medium,4,Routine monitoring
Howrah,T0417,2024-02-14,10,-67,Medium,1,Low traffic
Chandigarh,T0418,2024-11-23,1,-67,Low,2,Stable network
Belgaum,T0548,2023-02-28,25,-74,High,7,Weather impact
Ranchi,T0652,2024-08-10,5,-89,Low,2,Normal operation
Amritsar,T0284,2024-09-08,8,-95,Low,3,Normal operation
Ujjain,T0174,2023-10-25,8,-64,Medium,2,Stable network
Srinagar,T0438,2023-02-12,13,-88,Medium,4,Temporary interference
Solapur,T1449,2023-05-15,3,-86,Low,2,Normal operation
Chennai,T0696,2025-07-26,9,-101,Medium,0,Stable network
Ambattur,T0598,2024-04-06,9,-112,Low,2,Routine monitoring
Bhilai,T0671,2023-04-03,9,-77,Medium,1,Normal operation
Patna,T0385,2025-11-23,15,-73,High,3,Weather impact
Bikaner,T0461,2024-02-01,7,-113,Low,0,Normal operation
Amravati,T0407,2025-05-08,7,-62,Medium,1,Normal operation
Kolhapur,T1295,2023-07-20,25,-87,High,10,Moderate congestion
Vijayawada,T1264,2024-05-30,5,-87,Low,3,Low traffic
Varanasi,T0125,2025-02-02,18,-84,High,2,Weather impact
Aurangabad,T0758,2023-05-18,7,-67,Low,3,Normal operation
Faridabad,T0922,2024-12-28,23,-85,High,7,Handoff instability
Jalgaon,T0892,2024-02-11,9,-87,Medium,0,Normal operation
Rourkela,T0659,2023-06-12,11,-62,Medium,4,Moderate congestion
Dhanbad,T1395,2025-05-27,20,-71,High,7,Weather impact
Saharanpur,T0124,2025-04-10,11,-68,Low,7,Weather impact
Prayagraj,T1232,2024-09-06,9,-113,Medium,1,Stable network
Gurugram,T1086,2025-11-12,2,-102,Low,0,Stable network
Kalyan-Dombivli,T0836,2025-09-10,0,-87,Low,0,Stable network
Jalgaon,T0753,2023-03-07,12,-84,Medium,5,Handoff instability
Madurai,T0747,2023-03-10,6,-102,Low,2,Routine monitoring
Loni,T0312,2024-09-08,9,-99,Low,2,Stable network
Indore,T1429,2023-10-25,4,-61,Low,4,Low traffic
Lucknow,T0924,2023-08-12,15,-114,Medium,4,Moderate congestion
Madurai,T0708,2023-12-03,5,-76,Low,3,Stable network
Jhansi,T0505,2024-09-10,4,-67,Low,1,Low traffic
Dehradun,T1489,2023-01-31,0,-61,Low,1,Stable network
Dehradun,T0361,2023-10-14,8,-62,Medium,0,Low traffic
Bhilai,T0373,2024-06-09,11,-88,Medium,3,Temporary interference
Amravati,T0733,2025-11-28,11,-112,Medium,2,Moderate congestion
Nashik,T1361,2023-07-05,19,-114,Medium,5,Weather impact
Varanasi,T1269,2024-11-02,11,-115,Medium,1,Temporary interference
Tiruchirappalli,T1070,2025-03-24,5,-90,Medium,0,Low traffic
Cuttack,T0716,2025-02-27,3,-72,Low,1,Stable network
Guntur,T1219,2025-03-30,6,-72,Low,2,Normal operation
Amravati,T0019,2023-09-12,2,-75,Low,1,Low traffic
Chandigarh,T1362,2024-07-14,2,-106,Low,0,Stable network
Jaipur,T0682,2023-08-11,11,-113,Medium,0,Moderate congestion
Udaipur,T0744,2025-11-30,18,-88,High,4,Temporary interference
Akola,T0393,2025-08-19,2,-100,Low,0,Low traffic
Gaya,T1365,2024-03-11,23,-75,High,10,Handoff instability
Ajmer,T0020,2023-12-24,3,-83,Low,1,Low traffic
Gaya,T0787,2023-04-19,22,-113,High,3,Temporary interference
Mumbai,T0938,2023-08-03,7,-62,Medium,4,Normal operation
Meerut,T0050,2024-09-01,10,-103,Low,2,Low traffic
Jaipur,T0618,2025-04-11,8,-97,Low,2,Normal operation
Tiruppur,T0033,2025-02-11,26,-97,High,9,Weak signal area
Jammu,T0822,2025-05-10,10,-107,Low,1,Routine monitoring
Kanpur,T1180,2024-09-11,11,-85,Medium,1,Weather impact
Nashik,T0807,2025-07-02,6,-105,Low,2,Stable network
Guwahati,T1357,2023-05-26,24,-91,High,8,Handoff instability
Pimpri-Chinchwad,T1497,2025-10-18,17,-62,High,4,Weather impact
Tirunelveli,T0223,2024-05-13,3,-83,Low,2,Routine monitoring
Bhilai,T0131,2023-12-14,2,-60,Low,1,Low traffic
Guwahati,T0779,2025-09-04,20,-101,Medium,6,Moderate congestion
Bhilai,T1264,2025-11-27,3,-68,Low,0,Normal operation
Solapur,T0351,2025-01-10,28,-73,High,10,Fiber outage
Kalyan-Dombivli,T0820,2024-10-29,15,-100,Medium,3,Temporary interference
Noida,T0898,2024-08-11,10,-73,Medium,1,Normal operation
Bhopal,T0306,2023-03-25,7,-113,Low,3,Stable network
Gorakhpur,T1293,2025-04-15,25,-113,High,4,Handoff instability
Tiruppur,T0093,2023-03-05,6,-110,Low,1,Normal operation
Bhopal,T0091,2023-01-09,8,-62,Medium,1,Low traffic
Nagpur,T0074,2024-04-01,25,-80,High,9,Moderate congestion
Akola,T1021,2023-09-24,9,-78,Low,6,Normal operation
Jamshedpur,T1165,2024-07-27,3,-64,Low,4,Normal operation
Durgapur,T1037,2024-09-21,26,-86,High,9,Network optimization required
Gulbarga,T0745,2025-05-14,8,-63,Medium,1,Low traffic
Vijayawada,T1126,2023-03-02,4,-95,Low,0,Normal operation
Bareilly,T1151,2024-03-30,20,-102,High,3,Handoff instability
Mangalore,T0854,2025-12-17,14,-104,Medium,4,Temporary interference
Jodhpur,T0462,2025-01-26,7,-72,Medium,1,Low traffic
Bhiwandi,T0206,2024-01-14,13,-112,Low,4,Moderate congestion
Lucknow,T0318,2023-08-15,12,-89,Medium,2,Moderate congestion
Kanpur,T1250,2023-08-19,6,-112,Low,0,Routine monitoring
Warangal,T1113,2023-01-27,6,-99,Low,0,Routine monitoring
Navi Mumbai,T0747,2023-09-07,14,-91,Medium,2,Temporary interference
Indore,T0772,2023-06-16,22,-95,High,4,Moderate congestion
Jhansi,T0552,2023-10-18,20,-71,High,8,Weather impact
Thane,T0896,2024-07-12,5,-90,Low,0,Stable network
Vasai-Virar,T0281,2023-10-15,13,-83,Medium,4,Handoff instability
Madurai,T0739,2024-06-03,7,-81,Medium,1,Low traffic
Nashik,T1012,2023-01-04,8,-92,Low,1,Low traffic
Coimbatore,T1427,2025-04-07,8,-60,Medium,4,Routine monitoring
Loni,T0831,2024-11-07,8,-79,Medium,1,Normal operation
Gorakhpur,T1056,2025-07-16,7,-60,Low,4,Low traffic
Surat,T0293,2024-06-23,10,-90,Low,6,Routine monitoring
Mumbai,T1368,2024-04-29,4,-93,Low,0,Stable network
Amravati,T1196,2025-11-24,5,-65,Low,2,Low traffic
Patna,T0175,2025-11-05,2,-74,Low,0,Low traffic
Vijayawada,T0295,2024-10-14,14,-107,Medium,1,Temporary interference
Asansol,T0179,2023-09-30,6,-96,Medium,0,Routine monitoring
Chennai,T0068,2023-02-18,2,-93,Low,1,Low traffic
Sangli,T0628,2023-09-06,16,-107,Medium,2,Handoff instability
Kalyan-Dombivli,T0081,2024-12-29,8,-60,Low,4,Routine monitoring
Hyderabad,T0900,2025-10-19,24,-101,High,6,Weather impact
Bhavnagar,T0821,2025-07-19,11,-84,Medium,3,Temporary interference
Guwahati,T0929,2023-06-07,4,-89,Low,3,Low traffic
Jhansi,T0514,2025-05-05,12,-98,Medium,4,Temporary interference
Gurugram,T1390,2024-07-20,7,-68,Medium,2,Stable network
Jalgaon,T0051,2023-09-06,2,-69,Low,0,Routine monitoring
Ahmedabad,T1064,2024-08-31,11,-93,Medium,3,Temporary interference
Bareilly,T0924,2024-01-19,2,-65,Low,3,Normal operation
Guntur,T0193,2025-04-23,1,-79,Low,1,Stable network
Bikaner,T1255,2025-07-09,2,-77,Low,1,Normal operation
Vijayawada,T1473,2023-05-04,4,-106,Low,1,Low traffic
Ranchi,T1466,2023-12-25,7,-104,Low,4,Stable network
Chandigarh,T1436,2024-06-14,6,-99,Low,0,Normal operation
Madurai,T1135,2024-11-08,10,-90,Low,4,Low traffic
Bikaner,T0558,2024-02-08,2,-86,Low,0,Stable network
Warangal,T0081,2024-03-27,11,-75,Medium,5,Handoff instability
Chandigarh,T0087,2025-03-31,5,-103,Low,2,Low traffic
Nagpur,T1406,2025-09-19,22,-94,High,4,Moderate congestion
Rajkot,T0065,2025-10-02,18,-107,Medium,5,Moderate congestion
Kanpur,T0561,2024-12-24,26,-64,High,11,Weak signal area
Vasai-Virar,T1238,2024-12-21,4,-80,Low,4,Normal operation
Kolkata,T1109,2025-09-19,9,-71,Medium,2,Stable network
Jaipur,T0480,2024-05-07,3,-109,Low,0,Routine monitoring
Bhiwandi,T0002,2025-09-16,9,-110,Medium,0,Normal operation
Rajkot,T0290,2025-11-11,10,-76,Medium,1,Low traffic
Ghaziabad,T0830,2025-06-01,6,-77,Low,1,Routine monitoring
Varanasi,T1238,2025-06-23,6,-93,Medium,0,Normal operation
Kochi,T0078,2023-01-04,10,-110,Low,2,Low traffic
Nagpur,T0081,2023-06-11,5,-61,Low,2,Normal operation
Jalgaon,T0830,2025-05-29,4,-115,Low,0,Normal operation
Amravati,T0563,2024-04-01,1,-76,Low,0,Low traffic
Salem,T0697,2025-12-13,5,-88,Low,3,Stable network
Navi Mumbai,T0783,2025-05-29,0,-66,Low,0,Stable network
Kota,T1013,2023-03-22,17,-61,High,3,Temporary interference
Amravati,T0978,2023-01-31,8,-86,Medium,0,Stable network
Ajmer,T0212,2023-02-20,7,-96,Medium,0,Normal operation
Vasai-Virar,T1185,2025-04-18,3,-63,Low,0,Low traffic
Aurangabad,T0598,2024-06-09,2,-95,Low,0,Normal operation
Guwahati,T0557,2025-03-25,11,-97,Medium,2,Moderate congestion
Noida,T1391,2025-11-14,5,-78,Low,0,Stable network
Chandigarh,T0566,2024-07-29,8,-107,Medium,0,Routine monitoring
Jodhpur,T0899,2024-10-18,14,-71,Medium,4,Temporary interference
Ulhasnagar,T0089,2023-06-15,29,-80,High,9,Weak signal area
Kota,T1400,2023-09-02,7,-115,Low,0,Routine monitoring
Salem,T0083,2025-12-10,14,-109,Medium,2,Handoff instability
Belgaum,T0728,2023-08-19,16,-115,Medium,3,Weather impact
Mumbai,T1200,2025-11-09,8,-83,Medium,3,Routine monitoring
Gorakhpur,T0822,2023-01-29,10,-94,Medium,2,Routine monitoring
Nashik,T1122,2025-09-13,24,-92,High,5,Weather impact
Chandigarh,T0169,2023-01-03,12,-76,Medium,5,Weather impact
Ranchi,T0178,2024-04-01,27,-72,High,10,Backhaul issue
Warangal,T0415,2024-12-13,21,-77,High,5,Handoff instability
Surat,T1354,2023-05-28,24,-82,High,7,Moderate congestion
Jamnagar,T1252,2025-06-25,7,-76,Low,5,Stable network
Ludhiana,T1375,2025-06-19,8,-111,Low,1,Low traffic
Bareilly,T1100,2023-05-15,8,-78,Low,5,Routine monitoring
Varanasi,T0879,2023-08-29,3,-109,Low,0,Routine monitoring
Gulbarga,T1046,2023-01-23,0,-75,Low,0,Low traffic
Indore,T1194,2024-08-17,11,-84,Medium,0,Temporary interference
Jalgaon,T0689,2023-10-11,10,-96,Low,2,Low traffic
Vijayawada,T1156,2025-07-06,10,-100,Medium,0,Routine monitoring
Thane,T0649,2023-11-21,1,-64,Low,3,Routine monitoring
Asansol,T1172,2024-11-09,10,-76,Low,4,Normal operation
Faridabad,T0954,2024-03-11,8,-107,Medium,0,Stable network
Belgaum,T1377,2023-11-12,2,-92,Low,0,Routine monitoring
Ambattur,T1061,2023-02-08,4,-113,Low,0,Normal operation
Bhopal,T1231,2023-03-12,2,-91,Low,0,Stable network
Faridabad,T0294,2025-11-17,6,-114,Low,0,Low traffic
Jhansi,T0731,2023-02-03,12,-89,Medium,1,Moderate congestion
Salem,T0627,2025-08-20,8,-109,Low,2,Stable network
Jabalpur,T0024,2025-06-20,9,-78,Medium,3,Normal operation
Saharanpur,T1040,2025-04-06,0,-60,Low,0,Routine monitoring
Coimbatore,T0501,2023-04-29,7,-95,Low,0,Low traffic
Bhopal,T0602,2025-01-28,10,-83,Medium,4,Normal operation
Varanasi,T0959,2023-12-24,12,-113,Medium,1,Temporary interference
Ludhiana,T0835,2025-08-12,23,-81,High,6,Moderate congestion
Kolkata,T0896,2023-09-22,8,-67,Medium,4,Low traffic
Amritsar,T0658,2024-09-05,27,-109,High,7,Peak hour congestion
Bengaluru,T0686,2023-03-19,24,-111,High,5,Weather impact
Patna,T1471,2024-06-04,0,-61,Low,0,Stable network
Jamnagar,T0864,2024-07-16,13,-97,Medium,1,Handoff instability
Jammu,T0112,2024-07-09,27,-87,High,12,Backhaul issue
Hyderabad,T1179,2024-09-23,5,-76,Medium,0,Normal operation
Jamshedpur,T0119,2025-06-29,16,-82,Medium,5,Moderate congestion
Nagpur,T1062,2024-10-07,26,-91,High,8,Peak hour congestion
Rourkela,T1182,2025-11-14,5,-79,Low,5,Normal operation
Coimbatore,T1338,2023-03-13,13,-96,Medium,4,Moderate congestion
Salem,T1449,2025-06-29,7,-113,Low,1,Stable network
Jhansi,T1311,2024-12-08,9,-79,Medium,2,Stable network
Gorakhpur,T0758,2024-05-30,5,-74,Low,3,Stable network
Amravati,T1057,2024-07-05,23,-65,High,7,Handoff instability
Pune,T0135,2025-07-11,3,-65,Low,0,Low traffic
Jhansi,T0799,2024-12-30,16,-70,High,5,Handoff instability
Patna,T0444,2024-06-02,10,-103,Medium,0,Normal operation
Vasai-Virar,T0952,2024-03-18,3,-88,Low,2,Normal operation
Nagpur,T1186,2023-02-12,6,-113,Low,1,Routine monitoring
Gwalior,T0338,2023-11-13,5,-96,Low,0,Low traffic
Guwahati,T0261,2023-06-30,9,-102,Low,3,Low traffic
Tiruppur,T0456,2025-08-20,11,-115,Low,1,Handoff instability
Malegaon,T0787,2025-10-13,27,-74,High,10,Backhaul issue
Nashik,T1342,2023-09-30,15,-106,Medium,1,Weather impact
Kochi,T0567,2024-03-13,9,-67,Medium,1,Routine monitoring
Ludhiana,T0782,2025-08-16,20,-104,High,2,Temporary interference
Srinagar,T0166,2024-08-13,5,-106,Low,2,Normal operation
Srinagar,T0944,2023-05-05,17,-108,Medium,3,Temporary interference
Guwahati,T0915,2024-10-19,8,-107,Low,2,Routine monitoring
Kalyan-Dombivli,T0179,2023-10-29,10,-94,Low,3,Routine monitoring
Jammu,T0430,2023-06-16,15,-115,Medium,3,Moderate congestion
Solapur,T1117,2023-10-01,13,-104,Low,4,Weather impact
Bhopal,T0978,2023-12-16,3,-93,Low,0,Stable network
Akola,T0466,2025-08-22,6,-71,Medium,0,Routine monitoring
Thane,T0039,2023-06-29,10,-111,Low,3,Low traffic
Jamshedpur,T0069,2025-10-13,6,-68,Medium,3,Stable network
Jalgaon,T0995,2025-11-20,3,-68,Low,4,Routine monitoring
Jalandhar,T1173,2024-01-15,12,-100,Medium,0,Weather impact
Sangli,T0976,2024-04-10,24,-65,High,8,Handoff instability
Ulhasnagar,T1478,2024-04-27,23,-107,High,4,Temporary interference
Tiruchirappalli,T0436,2023-03-12,0,-83,Low,0,Low traffic
Kolkata,T1175,2025-10-25,7,-61,Medium,3,Routine monitoring
Dehradun,T0839,2024-12-20,16,-68,High,2,Temporary interference
Tirunelveli,T0382,2025-02-11,7,-79,Low,3,Low traffic
Warangal,T1029,2025-07-03,8,-115,Low,3,Low traffic
Rajkot,T1435,2025-10-24,24,-82,High,10,Temporary interference
Jodhpur,T1136,2024-07-11,2,-70,Low,0,Routine monitoring
Malegaon,T0648,2023-07-31,3,-67,Medium,0,Routine monitoring
Jammu,T1205,2023-08-21,11,-76,Medium,5,Temporary interference
Amritsar,T0210,2025-08-17,19,-108,Medium,6,Weather impact
Tiruchirappalli,T0537,2024-03-22,27,-71,High,12,Fiber outage
Salem,T1308,2023-03-09,17,-108,Medium,3,Temporary interference
Tirunelveli,T0074,2025-09-07,4,-71,Low,0,Normal operation
Hyderabad,T0337,2023-04-15,18,-72,High,5,Moderate congestion
Ajmer,T0424,2024-05-23,3,-81,Low,1,Stable network
Kota,T0114,2023-06-12,31,-113,High,11,Network optimization required
Jodhpur,T1214,2023-09-24,21,-110,High,4,Weather impact
Nellore,T0169,2025-01-17,5,-92,Low,0,Low traffic
Jabalpur,T0451,2024-09-30,4,-90,Low,0,Stable network
Varanasi,T1448,2024-04-08,4,-86,Low,1,Stable network
Jabalpur,T0232,2025-05-08,16,-109,Medium,3,Temporary interference
Bhopal,T0598,2025-04-01,14,-103,Medium,3,Moderate congestion
Srinagar,T1020,2025-06-09,12,-75,Medium,2,Moderate congestion
Surat,T1299,2024-10-03,13,-73,Medium,3,Handoff instability
Ujjain,T0365,2024-01-30,10,-111,Medium,1,Low traffic
Nagpur,T0547,2025-04-16,25,-102,High,8,Moderate congestion
Bhopal,T1347,2024-06-13,24,-113,High,2,Moderate congestion
Jammu,T0377,2024-02-23,21,-91,High,7,Handoff instability
Agra,T1463,2024-09-26,17,-115,Medium,3,Moderate congestion
Varanasi,T0659,2024-05-03,1,-60,Low,0,Routine monitoring
Loni,T1256,2024-02-08,7,-84,Medium,2,Routine monitoring
Jamnagar,T1184,2024-09-26,36,-115,High,11,Fiber outage
Gaya,T1063,2023-12-08,25,-112,High,7,Moderate congestion
Ujjain,T0127,2025-02-14,7,-98,Medium,0,Stable network
Surat,T0137,2023-03-04,12,-103,Medium,0,Weather impact
Asansol,T0139,2025-01-09,13,-109,Medium,1,Temporary interference
Vasai-Virar,T0047,2025-07-18,7,-60,Medium,2,Routine monitoring
Hubli-Dharwad,T1071,2024-12-16,10,-107,Medium,0,Stable network
Mysuru,T0314,2025-02-12,13,-109,Low,4,Moderate congestion
Nanded,T1353,2024-10-13,13,-76,Medium,3,Weather impact
Jhansi,T0688,2025-07-01,8,-91,Low,5,Normal operation
Ulhasnagar,T0849,2023-02-04,16,-66,High,2,Temporary interference
Jamnagar,T0502,2025-08-28,9,-113,Medium,0,Normal operation
Bareilly,T1171,2023-09-13,7,-96,Low,0,Low traffic
Prayagraj,T1147,2025-12-04,0,-60,Low,0,Low traffic
Howrah,T0425,2023-02-15,22,-102,High,6,Moderate congestion
Loni,T1134,2025-05-29,19,-77,High,6,Moderate congestion
Surat,T0763,2024-02-06,8,-110,Low,0,Low traffic
Jhansi,T0918,2025-08-24,25,-93,High,5,Weather impact
Malegaon,T0122,2025-02-23,13,-89,Low,5,Temporary interference
Prayagraj,T1153,2023-05-21,22,-76,High,5,Temporary interference
Thane,T0553,2024-03-11,5,-85,Low,0,Low traffic
Bhavnagar,T0043,2023-06-03,26,-80,High,7,Weak signal area
Ghaziabad,T0861,2023-09-01,5,-68,Low,3,Normal operation
Jalandhar,T0458,2025-12-08,29,-100,High,7,Weak signal area
Gurugram,T0946,2023-07-31,7,-64,Medium,0,Low traffic
Vadodara,T0312,2024-12-26,10,-114,Low,1,Routine monitoring
Ludhiana,T1471,2024-05-03,25,-100,High,4,Handoff instability
Ghaziabad,T0252,2023-02-01,5,-64,Low,2,Stable network
Hubli-Dharwad,T0978,2023-02-20,21,-87,High,7,Weather impact
Agra,T0812,2024-01-13,9,-79,Medium,2,Normal operation
Bhilai,T0374,2024-02-09,6,-60,Low,4,Stable network
Cuttack,T1471,2025-06-05,6,-110,Low,1,Stable network
Ujjain,T0938,2024-09-28,0,-82,Low,0,Low traffic
Siliguri,T0812,2023-11-07,28,-104,High,9,Fiber outage
Udaipur,T0159,2025-06-22,12,-107,Low,4,Handoff instability
Agra,T0166,2024-12-18,7,-111,Low,2,Stable network
Chandigarh,T0792,2025-05-01,10,-90,Medium,1,Routine monitoring
Nagpur,T0646,2025-01-19,0,-71,Low,1,Low traffic
Ranchi,T1016,2024-04-01,30,-111,High,8,Peak hour congestion
Ranchi,T0948,2025-02-07,6,-85,Low,2,Stable network
Lucknow,T0554,2024-02-19,6,-60,Low,3,Routine monitoring
Indore,T0282,2025-08-10,12,-109,Medium,1,Temporary interference
Gwalior,T1433,2024-10-07,6,-84,Medium,1,Routine monitoring
Belgaum,T0523,2024-07-24,22,-108,High,4,Moderate congestion
Bareilly,T0988,2025-03-01,24,-100,High,8,Moderate congestion
Ambattur,T0567,2023-06-07,14,-111,Medium,1,Moderate congestion
Gulbarga,T0443,2025-05-13,13,-110,Low,6,Moderate congestion
Ahmedabad,T0011,2023-12-06,3,-73,Medium,0,Normal operation
Amravati,T0825,2023-09-17,16,-109,Medium,2,Temporary interference
Visakhapatnam,T0432,2025-10-13,15,-102,Medium,2,Weather impact
Howrah,T0256,2023-04-19,28,-87,High,8,Weak signal area
Aligarh,T0938,2025-06-11,21,-82,High,3,Handoff instability
Jalandhar,T0763,2024-10-05,29,-110,High,10,Weak signal area
Kochi,T0492,2025-07-25,8,-114,Low,2,Normal operation
Ludhiana,T0586,2023-12-16,7,-106,Medium,0,Low traffic
Surat,T0824,2025-03-14,6,-105,Low,0,Routine monitoring
Mangalore,T0499,2024-08-15,23,-92,High,6,Weather impact
Belgaum,T0058,2023-01-24,12,-102,Low,5,Handoff instability
Kota,T1161,2025-07-20,10,-101,Medium,2,Routine monitoring
Vijayawada,T0801,2023-06-30,5,-81,Low,0,Normal operation
Bhilai,T0038,2023-06-23,8,-112,Low,2,Low traffic
Ulhasnagar,T1209,2024-09-28,8,-109,Low,1,Routine monitoring
Ahmedabad,T1107,2023-06-15,4,-85,Low,1,Normal operation
Rourkela,T1022,2024-12-01,3,-70,Medium,0,Routine monitoring
Erode,T0545,2024-09-21,6,-106,Low,1,Low traffic
Nagpur,T0473,2023-09-12,32,-92,High,14,Fiber outage
Meerut,T1325,2024-01-12,12,-108,Medium,2,Handoff instability
Amritsar,T0415,2024-06-04,21,-100,High,5,Temporary interference
Dhanbad,T1245,2024-01-09,19,-111,Medium,5,Handoff instability
Akola,T0391,2024-07-31,18,-63,High,6,Temporary interference
Pune,T0997,2023-07-13,6,-89,Medium,0,Normal operation
Nanded,T1238,2023-03-22,8,-86,Low,4,Normal operation
Hubli-Dharwad,T0121,2024-02-05,5,-66,Low,3,Stable network
Firozabad,T1004,2024-07-02,10,-67,Low,5,Low traffic
Gurugram,T0058,2024-12-15,11,-85,Low,4,Moderate congestion
Coimbatore,T1431,2023-09-17,33,-85,High,13,Weak signal area
Kochi,T0182,2025-01-31,9,-80,Medium,0,Routine monitoring
Chandigarh,T1346,2023-04-19,14,-73,Medium,5,Moderate congestion
Jhansi,T1312,2025-04-02,7,-75,Medium,0,Stable network
Coimbatore,T0084,2023-03-11,10,-72,Medium,1,Stable network
Ludhiana,T0887,2025-08-07,18,-68,High,3,Handoff instability
Asansol,T0902,2025-07-29,10,-111,Medium,2,Normal operation
Vadodara,T0100,2024-01-14,7,-95,Low,4,Normal operation
Jhansi,T0743,2024-12-18,0,-60,Low,1,Low traffic
Navi Mumbai,T0243,2023-09-06,3,-72,Low,4,Normal operation
Nellore,T0426,2024-05-18,4,-94,Low,2,Normal operation
Rajkot,T0081,2023-04-19,25,-92,High,5,Weather impact
Ajmer,T1084,2025-08-13,20,-75,High,7,Handoff instability
Gulbarga,T0401,2024-03-13,8,-109,Low,0,Low traffic
Hyderabad,T0010,2023-06-19,9,-114,Medium,0,Stable network
Jamnagar,T0691,2025-05-03,10,-79,Medium,4,Normal operation
Indore,T0303,2024-10-15,15,-75,High,2,Weather impact
Aurangabad,T0646,2025-07-11,1,-76,Low,0,Routine monitoring
Jhansi,T1134,2023-01-04,8,-71,Low,3,Stable network
Ajmer,T0676,2025-01-07,17,-113,Medium,3,Temporary interference
Sangli,T0744,2023-05-06,6,-77,Low,1,Stable network
Gurugram,T0166,2025-05-03,2,-106,Low,0,Normal operation
Jamnagar,T0713,2024-06-06,30,-81,High,10,Network optimization required
Loni,T0232,2024-06-02,6,-65,Medium,2,Routine monitoring
Mumbai,T0652,2023-04-24,27,-99,High,8,Fiber outage
Tiruchirappalli,T1045,2025-07-21,3,-72,Low,2,Normal operation
Kota,T0197,2023-06-08,9,-109,Low,0,Routine monitoring
Ambattur,T1444,2024-09-05,0,-61,Low,1,Stable network
Nashik,T0690,2024-09-11,0,-75,Low,0,Normal operation
Firozabad,T0079,2025-03-11,2,-101,Low,0,Stable network
Udaipur,T1377,2025-07-03,12,-81,Medium,4,Temporary interference
